# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	1260
#@/user_id	Terry_rime
a 	啊	c=6 d=3.04397 t=1260
zhi 	值	c=0 d=0.0451581 t=1260
zhi biao 	製表	c=1 d=0.995012 t=1260
zhi bu 	支部	c=0 d=0.0985112 t=1260
zhi chu 	指出	c=0 d=0.097531 t=1260
zhi hou 	之後	c=1 d=0.99005 t=1260
zhi hu 	支護	c=1 d=0.831104 t=1260
zhi hu 	知呼	c=1 d=0.852144 t=1260
zhi jian 	知渐	c=0 d=0.097531 t=1260
zhi jian de 	知渐的	c=1 d=0.980199 t=1260
zhi ling 	指令	c=1 d=1 t=1260
zhi wang 	指望	c=0 d=0.0995012 t=1260
zhi yao shi 	只要是	c=1 d=0.657047 t=1260
zhi yao you 	只要有	c=1 d=0.585669 t=1260
zhi you 	只有	c=1 d=0.826959 t=1260
zhi you shi 	只有是	c=1 d=0.65377 t=1260
zhi you yi ge 	只有一個	c=1 d=0.631284 t=1260
zhong 	中	c=2 d=0.995012 t=1260
zhong wen 	中文	c=3 d=2.66139 t=1260
zhong zi 	種子	c=0 d=0.0995012 t=1260
zhou 	詶	c=0 d=0.0995012 t=1260
zhou shan shi 	舟山市	c=1 d=0.99005 t=1260
zhou ye 	婤也	c=1 d=0.995012 t=1260
zhou ye bu 	詶也不	c=1 d=1 t=1260
zhu ren gong 	主人公	c=0 d=0.152295 t=1260
zhu ren gong de jing shen 	主人公的精神	c=3 d=2.31317 t=1260
zhu ti 	主題	c=1 d=0.941765 t=1260
zhu zi 	逐字	c=0 d=0.0995012 t=1260
zhu zi fen ci 	逐字分詞	c=1 d=1 t=1260
zhuan 	轉	c=4 d=2.54674 t=1260
zhui jia 	追加	c=2 d=1.92644 t=1260
zi 	自	c=0 d=0.0985112 t=1260
zi ding yi 	自定義	c=1 d=0.995012 t=1260
zi dong 	自動	c=4 d=3.08872 t=1260
zi dong bu quan 	自動补全	c=1 d=0.955997 t=1260
zi dong de 	自動的	c=1 d=0.683861 t=1260
zi dong duan ju 	自動斷句	c=2 d=1.35074 t=1260
zi dong shi bie 	自動識別	c=0 d=0.0882497 t=1260
zi dong zao ci 	自動造詞	c=2 d=0.980199 t=1260
zi dong zu ci 	自動組詞	c=1 d=0.29671 t=1260
zi dong zu ci gong neng 	自動組此功能	c=1 d=0.29523 t=1260
zi fu chuan 	字符串	c=1 d=0.99005 t=1260
zi gu yi lai 	自古以來	c=1 d=0.99005 t=1260
zi ji 	自己	c=1 d=0.900325 t=1260
zi mu lu 	子目錄	c=1 d=0.630624 t=1260
zi ran fa 	自然法	c=1 d=0.985112 t=1260
zi ti 	字體	c=1 d=0.932394 t=1260
zi zao ci 	自造詞	c=3 d=2.98506 t=1260
zong 	總	c=0 d=0.0548812 t=1260
zong chang du 	總長度	c=1 d=0.551563 t=1260
zu 	組	c=0 d=0.0293758 t=1260
zu ci 	組詞	c=0 d=0.029523 t=1260
zui 	最	c=0 d=0.0995012 t=1260
zui da 	最大	c=0 d=0.1 t=1260
zui da ci chang 	最大詞長	c=1 d=1 t=1260
zui hao de 	最好的	c=0 d=0.0771052 t=1260
zui hao de ba 	最好的吧	c=1 d=0.774916 t=1260
zui hou 	最後	c=2 d=1.77833 t=1260
zui kuai 	最快	c=1 d=0.955997 t=1260
zui kuai de 	最快的	c=1 d=0.946485 t=1260
zuo 	做	c=1 d=0.99005 t=1260
zuo lin you she tan shao huo guo 	左鄰右舍碳燒火鍋	c=1 d=0.99005 t=1260
zuo yu ce 	做預測	c=1 d=0.909373 t=1260
